name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
Hockey - 4 on 4 - Child - Goalie,At least 9 but less than 13,Ray Friel Rec Cplx,65737,Develop and improve your goalie skills with limited whistles and no face-offs or coaches. Full hockey equipment is mandatory.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---4-on-4---child---goalie/65737,2,13,0,0,9,"Age at least 9 yrs but less than 13 yrs,",Mon,5:00 PM - 5:50 PM,2024-01-08,2024-03-25,8 January 2024 to 25 March 2024,71139,5:00 PM - 5:50 PM
Hockey - Child,At least 6 but less than 9,Bell Centennial Arena,57773,"Lessons geared towards first time hockey players. Learn individual skills including stick handling, shooting and turning. Participants should have a solid skating base (forwards and stopping). Complete hockey equipment is mandatory.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---child/57773,20,9,0,0,6,"Age at least 6 yrs but less than 9 yrs,",Sun,Noon - 12:50 PM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,63175,Noon - 12:50 PM
Hockey - Child,At least 9 but less than 13,Bell Centennial Arena,57774,"Lessons geared towards first time hockey players. Learn individual skills including stick handling, shooting and turning. Participants should have a solid skating base (forwards and stopping). Complete hockey equipment is mandatory.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---child/57774,20,13,0,0,9,"Age at least 9 yrs but less than 13 yrs,",Sun,1:00 PM - 1:50 PM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,63176,1:00 PM - 1:50 PM
Hockey - Child,At least 6 but less than 9,Pinecrest Rec Cplx,57776,"Lessons geared towards first time hockey players. Learn individual skills including stick handling, shooting and turning. Participants should have a solid skating base (forwards and stopping). Complete hockey equipment is mandatory.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---child/57776,24,9,0,0,6,"Age at least 6 yrs but less than 9 yrs,",Tue,6:00 PM - 6:50 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,63178,6:00 PM - 6:50 PM
Hockey - Child,At least 8 but less than 13,McNabb Rec Centre,57766,"Lessons geared towards first time hockey players. Learn individual skills including stick handling, shooting and turning. Participants should have a solid skating base (forwards and stopping). Complete hockey equipment is mandatory.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---child/57766,25,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,",Thu,6:00 PM - 6:50 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,63168,6:00 PM - 6:50 PM
Hockey - Child,At least 5 but less than 8,Minto Rec Complex-Barrhaven,63600,"Lessons geared towards first time hockey players. Learn individual skills including stick handling, shooting and turning. Participants should have a solid skating base (forwards and stopping). Complete hockey equipment is mandatory.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---child/63600,25,8,0,0,5,"Age at least 5 yrs but less than 8 yrs,",Thu,5:00 PM - 5:50 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,69002,5:00 PM - 5:50 PM
Hockey - Child,At least 5 but less than 8,Minto Rec Complex-Barrhaven,63344,"Lessons geared towards first time hockey players. Learn individual skills including stick handling, shooting and turning. Participants should have a solid skating base (forwards and stopping). Complete hockey equipment is mandatory.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey---child/63344,25,8,0,0,5,"Age at least 5 yrs but less than 8 yrs,",Tue,5:00 PM - 5:50 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68746,5:00 PM - 5:50 PM
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80594,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80594,24,10,0,0,6,"Age at least 6 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,86001,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 14,Nepean Sportsplex,80596,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80596,24,14,0,0,10,"Age at least 10 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,86003,8:00 AM - 5:00 PM
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80599,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80599,24,10,0,0,6,"Age at least 6 yrs but less than 10 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,86006,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 14,Nepean Sportsplex,80601,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80601,24,14,0,0,10,"Age at least 10 yrs but less than 14 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,86008,8:00 AM - 5:00 PM
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80603,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80603,24,10,0,0,6,"Age at least 6 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,86010,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 14,Nepean Sportsplex,80605,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80605,24,14,0,0,10,"Age at least 10 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,86012,8:00 AM - 5:00 PM
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80607,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80607,24,10,0,0,6,"Age at least 6 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,86014,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 14,Nepean Sportsplex,80609,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80609,24,14,0,0,10,"Age at least 10 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,86016,8:00 AM - 5:00 PM
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80082,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80082,24,10,0,0,6,"Age at least 6 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,85489,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 14,Nepean Sportsplex,80167,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80167,24,14,0,0,10,"Age at least 10 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,85574,8:00 AM - 5:00 PM
Hockey Development,At least 7 but less than 11,Jim Durrell Rec Centre,84046,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/84046,20,11,0,0,7,"Age at least 7 yrs but less than 11 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-03-11,2024-03-15,11 March 2024 to 15 March 2024,89453,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Jim Durrell Rec Centre,83959,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83959,24,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,89366,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Jim Durrell Rec Centre,83960,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83960,24,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,89367,8:00 AM - 5:00 PM
Hockey Development,At least 7 but less than 10,Jim Durrell Rec Centre,83935,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83935,24,10,0,0,7,"Age at least 7 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,89342,8:00 AM - 5:00 PM
Hockey Development,At least 7 but less than 10,Jim Durrell Rec Centre,83940,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83940,24,10,0,0,7,"Age at least 7 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,89347,8:00 AM - 5:00 PM
Hockey Development,At least 7 but less than 10,Jim Durrell Rec Centre,83941,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83941,24,10,0,0,7,"Age at least 7 yrs but less than 10 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,89348,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Jim Durrell Rec Centre,83956,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83956,24,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,89363,8:00 AM - 5:00 PM
Hockey Development,At least 7 but less than 10,Jim Durrell Rec Centre,83946,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83946,24,10,0,0,7,"Age at least 7 yrs but less than 10 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,89353,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Jim Durrell Rec Centre,83949,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83949,24,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,89356,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Walter Baker Sports Centre,83501,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83501,20,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,88908,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Walter Baker Sports Centre,83505,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83505,20,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,88912,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Walter Baker Sports Centre,83498,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83498,20,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,88905,8:00 AM - 5:00 PM
Hockey Development,At least 10 but less than 13,Walter Baker Sports Centre,83508,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/83508,20,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,88915,8:00 AM - 5:00 PM
Hockey Development,At least 6 but less than 13,Ray Friel Rec Cplx,71417,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/71417,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,76824,8:00 AM - 5:00 PM
Hockey Development,At least 6 but less than 11,Ray Friel Rec Cplx,71198,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/71198,30,11,0,0,6,"Age at least 6 yrs but less than 11 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,76605,8:00 AM - 5:00 PM
Hockey Development for Goalies,At least 7 but less than 11,Jim Durrell Rec Centre,84037,"During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-for-goalies/84037,2,11,0,0,7,"Age at least 7 yrs but less than 11 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-03-11,2024-03-15,11 March 2024 to 15 March 2024,89444,8:00 AM - 5:00 PM
Hockey Development for Goalies,At least 10 but less than 13,Jim Durrell Rec Centre,84034,"During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-for-goalies/84034,2,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,89441,8:00 AM - 5:00 PM
Hockey Development for Goalies,At least 10 but less than 13,Jim Durrell Rec Centre,84029,"During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-for-goalies/84029,2,13,0,0,10,"Age at least 10 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,89436,8:00 AM - 5:00 PM
